airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
British Airways,Very small lounge but well staffed and stocked. There was no aircon however which made it very uncomfortable on a day when it soared to 36 celsius. Mobile phones must be switched off. Ricard was the only spirit on offer.,Toulouse Airport,3.0,2,3,3.0,1.0,2.0,3.0,4.0,no
Delta Air Lines,Not a large lounge and with a limited selection of free snacks and drinks (there is also a bar) but clean and quiet. Located in Terminal S from which most (but not all) Delta flights depart. Our flight departed from another terminal so we had to take an elevator down to the terminal level then another (or escalator) down to a train to take us to our terminal.,Seattle Airport,3.0,3,4,3.0,3.0,2.0,3.0,3.0,yes
Delta Air Lines,JFK Skyclub lounge is so disappointing after experiencing KLM's in Amsterdam. In Amsterdam you get great food snacks: good breads and cheeses croissants etc. At JFK it's basically just drinks and things that go with drinks as if no one wants to eat anything but carrot sticks and olives. I was upgraded on my next flight from JFK to DTW at dinner time and on that flight in FIRST CLASS there was just a basket of junk food of the kind you'd get at a 7/11. Delta seems to think all people want are drinks. I'm Gold Medallion and was glad for the privilege of the Skyclub lounge in Amsterdam (KLM's) but Delta in JFK (and I imagine elsewhere) is much inferior.,New York JFK Airport,3.0,4,4,4.0,1.0,3.0,4.0,3.0,no
Delta Air Lines,First time we used the rather new (remodeled) lounge in the international terminal (F). Large comfortable. Plenty of showers. Outdoor patio appended to the main lounge area was nice. Small but decent selection of free snacks beverages. Clean. Can take some time to get from here to domestic gates but not a big problem.,Atlanta Hartsfield Airport,4.0,4,4,3.0,3.0,4.0,4.0,4.0,yes
British Airways,Small but very well set lounge with wine bar and eating area business area in far corner. Staff friendly and flights are called. No signs of cut backs.,Athens Airport,4.0,4,5,4.0,3.0,4.0,5.0,5.0,no
British Airways,This lounge has no windows. It comprises three or four box like rooms including the dining room. The lounge is comfortable and well supplied with drinks and biscuits. The selection of sandwiches was poor two choices plus a wrap of some sort. The pre flight dinner which BA offers for overnight flights to London was cold or lukewarm. Hardly surprising when the chef spent most of his time on the internet in the business section of the lounge instead of in the kitchen! The exception was the excellent sweetcorn chowder of which I had two bowls as the rest of the food was stale and uninviting. Not a patch on the preflight dinner I enjoyed a couple of years ago at JFK. I don't know if this is yet another sign of the diminishing standards with BA or just a lazy chef. No showers either. The rest of the staff were very helpful and gave good service.,Chicago O'Hare Airport,3.0,4,4,4.0,1.0,3.0,5.0,3.0,no
British Airways,Large and airy lounge with plenty space which is needed at busier times as gets fairly congested! Good selection papers magazines etc. Food readily available and plenty of it! Well cooked too and replenish regularly at busy times. Good selection of alcoholic/non- alcoholic drinks too!,London Heathrow Airport,4.0,4,5,5.0,5.0,4.0,4.0,4.0,no
Delta Air Lines,As a very frequent flyer my wife and I think that this is the worst lounge we have ever been in. The staff on front desk surly and totally not interested in their customers who pay their wages they need to be reminded food options non existent. Coffee machine broken not in use . I think Delta need to look around and maybe visit their Atlanta lounge. All in all a very bad advertisement.,Atlanta Hartsfield Airport,1.0,1,1,2.0,1.0,1.0,2.0,1.0,no
Delta Air Lines,This lounge is used by SkyTeam airlines here at Narita and what a poor reflection on SkyTeam as an airline alliance. Why is it that airline lounges operate by US carriers offer such second rate standards with this Delta lounge being cheap overcrowded and very dirty by Japanese standards? The breakfast offering food-wise is quite pitiful some cereals yogurt and low quality pastries - is this what I get when flying First Class with a SkyTeam airline? Washrooms were dirty the showers at best a 2-Star standard. In other words this is a lounge to avoid if you are used to the higher standards normally found in Asia and Japan. My last trip out of Narita was with ANA and the ANA Suite lounges are so so superior to the poor standards that US airlines such as Delta provide.,Tokyo Narita Airport,2.0,2,2,2.0,1.0,1.0,4.0,2.0,no
Delta Air Lines,This is a joke lounge it's really like sports bar. I had to pay for everything nothing was free apart from nuts and carrots. I had prosecco and sushi which was very wrong - really hard rise huge sushi.. Came up $36. I should have just hang out at the gate as it was so far away to get there couldn't be bother to go back again.,New York JFK Airport,2.0,2,2,1.0,1.0,2.0,3.0,1.0,no
British Airways,Worse than any other lounge ever experienced regardless of class of travel! To be fair airport undergoing renovations at time but that did not excuse the poor quality and availability of decent edible food! Poor selection of drinks and lacklustre service. Worst of all the air conditioning was not working and felt like being in a sauna for an hour before flight took off. Avoid like the plague!,Los Angeles Lax Airport,2.0,1,3,2.0,1.0,2.0,4.0,2.0,no
British Airways,Calm environment in which to relax pre/post flight. Tastefully decorated and plenty of quiet spaces where it is possible to gain some privacy from others. Good cabanas to refresh and catch up on some sleep between flights. Full dining facilities enable one to get maximum sleep on board if overnight flight. Plenty of decent Champagne too! A proper first class facility if only this could be transposed onboard!,London Heathrow Airport,5.0,3,5,5.0,5.0,5.0,5.0,5.0,no
Delta Air Lines,I have spent many hours in the SEA Skyclub the last few months. Recently Delta has been testing new food offerings here including soup cold sandwiches and hot and cold appetizers. The soup and sandwiches are a welcome addition and might quiet some of the criticism in these comments. Other criticisms have been the presence of children in some of the delta clubs. Personally I found the children refreshing and much more interesting than the folk that typically populate the clubs. Delta has solved that problem too as they will soon begin to charge $29 per guest including family members unless you purchase a $700 executive membership. The SEA club has a great staff especially the bartenders. The complementary alcohol though is poor quality and the Luxury Bar drinks are not cheap. The seating in this club is generally uncomfortable except for the quiet room. This lounge needs additional electric outlets in the seating areas. There is only one shower but usually not a wait for it. Wifi is always good.,Seattle Airport,4.0,3,3,2.0,4.0,3.0,5.0,5.0,yes
Delta Air Lines,Decent quiet reliable lounge. Was able to have a relaxing wait at SeaTac before my recent flight to CDG. Like most US airline lounges the food was basic and unadventurous but there were just enough satisfying items (among them some good soups that I actually had several helpings of). No showers in the bathroom I think but the washrooms were clean.,Seattle Airport,4.0,4,4,4.0,4.0,3.0,3.0,4.0,yes
British Airways,One of a group of lounges in Terminal D all operated by one company but with separate identities and side by side. Pleasant helpful staff and plenty of drinks and nibbles. The concierge announced that new sandwiches had arrived! First lounge is off the Business. Just one male and one female loo and a small business centre. Plenty of newspapers. Compared with the nearby Admiral's Club an oasis of calm and style.,Unknown,4.0,3,4,5.0,4.0,4.0,5.0,5.0,no
British Airways,This Galleries lounge is very similar to the ones in T5 although it is much smaller. They have the same choice of food and drinks and similar facilities. It is extremely quite due to the small number of BA flights out of T3 and the downside is the lack of natural light (the windows are quite narrow) and the lack of atmosphere. Even the BA staff looked bored and not very welcoming.,London Heathrow Airport,4.0,3,4,5.0,4.0,3.0,4.0,3.0,no
British Airways,Very impressive from the welcome at the door to every member of the staff encountered. Lovely ambience with a lot of room to move around. Took lunch in the Dining Room which was the only disappointment.,London Heathrow Airport,5.0,5,5,5.0,4.0,5.0,5.0,5.0,no
Delta Air Lines,Lounge was somewhat of a joke. Interior definitely done on the cheap. Food consisted of crackers and some mystery dip. Room not clean with tables that had not been picked up by employees for some time. Annoying children with parents who think the room is a play ground. My wife and I left after 15 minutes shaking our heads in disgust. We would rather wait at the gate at this airport.,Salt Lake City Airport,2.0,1,1,3.0,1.0,3.0,3.0,1.0,no
Delta Air Lines,No food but crackers and carrots this is terrible I guess we are all to eat like rabbits and drink like fish? They use to be good with hot snacks bread and other finger foods. This frustrating when the cost of the flights went up a lot and the service went way down. This last time my company with book with Delta business class and we are platinum members.,Atlanta Hartsfield Airport,3.0,4,4,2.0,1.0,3.0,3.0,3.0,no
Delta Air Lines,Had to pay 50 dollars despite having a first class ticket as flight was within USA. All that was provided was cheese and biscuits but could have drunk unlimited booze. Reasonably comfortable and free wifi but became a little crowded as time went and clearing of tables slow. Poorest lounge of all I have been in.,New York JFK Airport,3.0,3,2,5.0,1.0,3.0,5.0,1.0,no
British Airways,The best thing about the BA lounge at Newcastle is the staff. I fly every week so have got to know them and they are always professional and courteous. Lounge a bit old and worn now but don’t expect BA will upgrade (they only seem to be in the business of downgrading everything these days). Good selection of drinks. Sandwiches at lunchtimes nice freshly prepared and a good selection. A nice place to wait for an hour or a bit longer. The staff are the same two or three very pleasant ladies – wish BA would commission them to train their FA colleagues in customer centricity! One negative - just one loo and it has never flushed properly since my two years using it.,Newcastle Airport,3.0,3,3,4.0,3.0,2.0,4.0,4.0,no
British Airways,The lounge in Terminal 5 at Stockholm-Arlanda is very basic. It is shared with other OneWorld partners and I believe is part of the Priority Pass network. The lounge is rather soulless and lacking in comfort and style. There are just medium-sized seats spread out over the lounge. The food was basic and mediocre consisting mainly of cheese and ham bread rolls and what appeared to be a quinoa salad. The standard fizzy drinks on offer. Curiously red and whte wine was available but in a beer-like pouring mechanism. In short there is no need to get to the airport early to enjoy this lounge because there is not much to enjoy unlike other BA lounges.,Stockholm Vasteras Airport,4.0,3,5,2.0,2.0,4.0,4.0,5.0,no
Delta Air Lines,Delta management either doesn't visit lounges outside the U.S. or doesn't care how poor the lounges they offer are. Lounges outside the USA have hot food and it's free. Drinks are free. First Class ticket gets you in. Now enter the Delta Lounge's in there home airport Atlanta. Coach snacks and alcohol. Wifi that is slow. Overcrowding. According to staff at ATL the biggest complaint is no hot food like the rest of the world. Now Delta is opting for a $695 annual fee for frequent fliers and Diamond travelers will have to pay in one year/January 2015. I'm not sure what Delta is trying to prove with this new scheme. Perhaps to let everyone know that they care more about executive pay and bonuses than the customer. Personally I'm now going to stop my loyalty to Delta and start using other better airlines. Diamond status means nothing anymore.,Atlanta Hartsfield Airport,2.0,3,4,1.0,1.0,4.0,2.0,0.0,no
Delta Air Lines,It has been expanded and improved. Granted the food choices were still somewhat limited but the choices had increased in number. In addition there are now showers set up.,Atlanta Hartsfield Airport,4.0,5,5,4.0,3.0,5.0,4.0,4.0,yes
British Airways,Pleasant small lounge with reasonably comfortable seating. Good views of stands and an open area outside originally used for us smokers but now banned. Shame! No hot food but fresh sandwiches and cakes. An adequate selection of drinks. As there is only one flight a day I was surprised there were not more people.,Sao Paulo Guarulhos Airport,3.0,4,4,4.0,4.0,4.0,0.0,4.0,no
British Airways,The door to the lounge is just a few feet from the security check - very convenient. A lot of chairs sofas etc. Good looking bar. Outside space has a good-ish view of planes and side view of runways. WC's were so-so. Booths are brilliant. I had a superb breakfast which was serve piping hot and very quickly. Didn't try the other goodies.,London Heathrow Airport,4.0,4,5,5.0,4.0,0.0,5.0,4.0,no
British Airways,Very quiet in the middle of the day - we had 7 hours to wait between flights with our 2 year old daughter - an amazing kids room in the lounge with soundproof glass walls. You can sit outside and relax and watch the kids inside. Very good idea! Great selection of French and european wine great nibbles. Only downside - Coffee machine made terrible coffee and the restaurant did not open for the entire 7 hours we were there (not enough clients??). Still had the snack menu but no sit down fine dining as advertised. At 6.30pm it had still not opened for dinner and after asking and getting no response we left to catch our flight. I am still confused as to what was going on here. Free PCs with internet too.,Unknown,4.0,4,4,5.0,3.0,4.0,4.0,3.0,no
Delta Air Lines,This lounge is a disgrace. The place isn't clean; the services terrible; the food non-existent; the bar more like a sports bar than a place for first class passengers to rest and wait - in short its a degraded facility much like the airline that runs it is a degraded airline. Delta should close it and go back to its former lounge services. This one (terminal 5) was/is awful.,Los Angeles Lax Airport,1.0,1,0,1.0,1.0,1.0,2.0,0.0,no
Delta Air Lines,Crowded noisy uncomfortable poor snack items - but still probably better than being out on the concourse. We tried both Sky Clubs on the B Concourse. We spent most of our time in the lounge near B25. The place was packed but we did find two chairs. The place was packed with people many of whom were yapping on their cellphones. A fair number of families some with babies who were shrieking and children who used the lounge like a gym. The snack offerings were minimal some veggies cookies pretzels etc. The espresso machine took too long to dispense a simple cup of regular coffee (no airpots). The bathrooms were a disaster - dirty smelly and as others have mentioned with the cheapest toilet paper.,Atlanta Hartsfield Airport,2.0,2,1,3.0,3.0,1.0,3.0,3.0,no
Delta Air Lines,I've been a Delta Diamond flyer for the last year of so which gives me access to the lounge. I have written to complain about the speed of the wifi several times but they haven't done anything to improve it. I am sitting in the lounge right now connected using the access point on my phone. 6 months ago they did not charge for any of their draft beers. Now only one beer is complementary - and it isn't a good one. All I want is a nice local brew like Booklyn Lager. The complementary cabernet is Sycamore Lane - its not good either. I also tried the Merlot by the same folks. not good. I'm not a cheap guy but I'm a bit annoyed about this change. If I way paying for a business class ticket or paying for louge access I'd really be angry. I have the same comments as one of the previous posters. I'm sitting here in the lounge and there are literally 4 empty glasses from previous patrons within arms reach. Last week I got off the redeye and tried to come in to use a shower. They said it would be an hour wait. This is completely unacceptable.,New York JFK Airport,2.0,4,2,2.0,2.0,2.0,2.0,3.0,no
British Airways,New lounge looks good and is for BA use only. Selection of hot and cold food which was very tasty and well presented. We were on the day flight with using the 777 so lounge was very quiet. Would presume it would be busy for the evening 747 flight.,Mumbai Airport,4.0,5,4,4.0,4.0,4.0,4.0,4.0,no
British Airways,Lounge is comfortable enough using the same furniture as the new lounges at Heathrow T5. The problem is mosquitos that have come in not a few-but a massive amount. The catering is poor old fruitcake stale cheese and a few Indian dishes guaranteed to give stomach problems - nobody touched them! Yet they have four attendants standing around doing nothing - why spend all the money for a new lounge?,Mumbai Airport,2.0,3,3,3.0,1.0,3.0,2.0,1.0,no
British Airways,This lounge is a rather standard BA lounge but it does have some major flaws. Capacity is a big problem in this lounge. I have rarely been in a lounge of this size where I have not not been able to find any seating whatsoever. The lounge was absolutely packed! It was so full that I decided to leave after a while because it was not worth the effort to find some personal space in the lounge. I wanted to go on-line but apart from two free computers wireless was at a charge. I paid quite a hefty charge and I had major problems trying to connect. I could only spend five minutes on-line and I was constantly disconnected. In summary there is significant room for improvement!,Cape Town Airport,3.0,2,4,3.0,3.0,3.0,0.0,3.0,no
Delta Air Lines,The T4 SkyClub at JFK is the largest and newest SkyClubs in Delta's system. This lounge has a SkyDeck an open-air observation deck with a great view of the terminal area and runways. There are plenty of outlets for recharging with complimentary wifi. Inside you can order a hot meal or snack at prices that are competitive. This is the only SkyClub where you can get a meal or enjoy usual assortment of light snacks found in all SkyClubs. There is free beer wine and liquor but to get higher quality booze and a wider selection you have to pay. There are six shower rooms. The attendants keep a waiting list which seems to move quickly. Each room comes with amenities. There is a good variety of newspapers. SkyClubs that are in locations formerly run by Northwest Airlines do not have this problem.,New York JFK Airport,5.0,5,5,4.0,4.0,5.0,5.0,5.0,yes
Delta Air Lines,This lounge is quite large but it does not have enough seats or space for the numbers of people passing through! There was a line out the door at one point to enter. The toilets inside were the same as the ones outside. The food on offer is the same as all Delta lounges which is limited to some raw vegetables with humus chips pretzels and other cheap snack foods. Drinks are similarly uninspired. They had special Johnny Walker drinks but for $15 extra per drink! The seats were stained from overuse. All the passengers were all hooked up to their in-ear phones and speaking loudly to people somewhere else about business making it really loud and strange. The only good thing about the lounge is the fact you get free wifi. As a passenger on an international connection in business class I was allowed to enter. You would have to be insane to pay $50 for a day pass to enter this place.,Minneapolis St Paul Airport,2.0,2,2,2.0,1.0,1.0,5.0,3.0,no
Delta Air Lines,The Sky Club at SAN is opened three weeks ago. The terminal also appears to be fairly new; so there is a very clean open and inviting feeling to it. The staff was very proud of their lounge and had a great attitude. The furniture was comfortable and there appeared to be an ample supply of electrical outlets. This lounge has a Luxury Bar which means you can pay to get high quality wine and liquor. The complimentary spirits are barely palatable but they are free. The food is the standard SkyClub packaged cheese pretzels etc. Nothing you could make a meal out of. The highlight of this lounge is that it opens on to a large balcony that overlooks the gate area! Delta has furnished this area with rocking chairs so it feels like you are sitting on your front porch but looking out over the terminal. Neat. I was there for a late night flight so the airport was relatively quite. I wonder if it would be noisy sitting on the balcony when the airport is busy. For a domestic lounge Delta did a good job with this one. It was fun.,San Diego Airport,4.0,5,5,4.0,3.0,4.0,5.0,5.0,yes
British Airways,"I visited one lounge in the main part of T5 only to see a ""Boarding Now"" sign for my flight which was not departing for nearly 2 hours. It turns out they were trying to get people to the T5B satellite because of enhanced security procedures. I made my way over to T5B and used the lounge there - not crowded and plenty of food good wifi access free computers to use. All in all a pleasant quiet place to spend time before flight. One negative for BA: when I arrived at Heathrow a week previously - the Arrivals lounge at T5 had already closed promptly at 2pm. This seems very early given that the 2nd schedule SFO-LHR flight arrives at 2 pm.",London Heathrow Airport,4.0,5,5,4.0,4.0,4.0,5.0,4.0,no
British Airways,One would have thought that British Airways/Jersey would have taken notice of R Pemberton's review of this lounge - 12 August 2009. Absolutely nothing has changed - for the better that is. At the time of my visit (late afternoon) dirty crockery was strewn across the tables. The elderly male attendant did not even bother to look up when I entered so no check of my credentials and certainly not greeting. It may be that BA Jersey are trying to save on electricity but I could not find any other reason for all the ceiling lights being switched off. There are table lamps but it was difficult to read the dog-eared newspapers on the shelves. Carpets and upholstery are still filthy so no change there. I used the newly built lavatory which appeared not to have been cleaned that day. I live in Jersey and this is my local airport. What sort of impression does this hellhole make on departing passengers?,Jersey Airport,1.0,1,1,2.0,1.0,1.0,1.0,1.0,no
British Airways,The recent experience of the BA Terraces lounge at Gatwick was one of total shock - since my last visit in October. 50% of the facility has been closed - what was on two floors providing a very good experience - is now an insult to every BA Club World customer - as it is now located on 1 floor. Passengers cannot find seats (due to overcrowding) - and me and my family of 4 had to half stand and half sit as we ate our snack breakfast. BA's cost cutting has reached a new and deeply insulting low in the way it treats it's premium customers - thankful I am flying with another airline this month to New Zealand.,London Gatwick Airport,2.0,1,3,2.0,2.0,2.0,2.0,1.0,no
Delta Air Lines,The Lounge is good nothing much. Snacks only and you can't get food from outside. You can't really find a place to sleep or relax sometimes it's nearly full. Recommended only if you are staying a long time at the airport.,Los Angeles Lax Airport,3.0,3,4,3.0,2.0,3.0,4.0,4.0,yes
Delta Air Lines,What a disappointment this lounge is. Carrots celery olives cheese & crackers are the free food choices. There is a restaurant in the lounge but we went outside to order. There were dirty dishes throughout the lounge and no one seemed eager to clean up. Thread bare towels that I am not even sure were clean. We spent good money for two Business class tickets to Italy had to spend 4 hours in JFK.,New York JFK Airport,3.0,3,2,3.0,1.0,2.0,4.0,3.0,no
Delta Air Lines,It is insulting that after having paid a premium for a business class ticket you are then required to pay for virtually everything in its lounge - unless you are satisfied with 'yogurt-covered pretzels' and a mass-produced domestic bottled beer. Another first is being required to present your passport at check-in. The space has had some thought put into its design but the lighting is very bright and customer service indifferent at best. This is in no way an international lounge (nor airline) on par with those of its partners KLM and Air France. Instead head across T4 to the Oasis Lounge where the bar is open food free and Faux Noise isn't blaring over the chatter. And you're not required to show your passport.,New York JFK Airport,2.0,4,4,1.0,1.0,1.0,4.0,1.0,no
British Airways,This is a very cold and dull lounge. The staff are far from welcoming - it's as if you have ruined their day just by being there. As someone else mentioned there is evidence of cost cutting throughout - fine for those in economy but not what one expects after paying so much more for a business class experience. The refreshments on offer were pathetic. I was there for an early morning flight and there were baskets of mini croissants and pan au chocolat cereal toast and coffee/juices etc. 100% self-service. Miserable staff hanging around like vultures ready to clear your table before you have finished swallowing your last mouthful. You can go out to the duty free shops but they don't bother to offer to look after your bags and coats so you need to lug them around with you if you are carrying anything of value which I usually am (laptop etc).,London Gatwick Airport,2.0,2,3,2.0,1.0,3.0,3.0,1.0,no
British Airways,Arrived at Suvarnabhumi Airport a little early in order to check out BA/QF first class lounge. Very disappointed. Nothing special - if anything the Business Class lounge opposite was as good if not better. The First lounge was small very limited food - cheese platter 2 choices two types of rolls and wraps. Only difference between business and First was choice of wines and champagne.,Bangkok Suvarnabhumi Airport,4.0,3,4,4.0,3.0,4.0,4.0,4.0,no
British Airways,The lounge in Miami needs a total refurbishment its old fashioned with a poor selection of food. A real let down.,Miami Airport,2.0,2,3,3.0,2.0,3.0,1.0,2.0,no
Delta Air Lines,Sitting in lounge right now. The new outdoor area is nice but charging $3 for a beer? What kind of lounge does that? Have beer prices risen that much? Terribly slow wifi connection and the lounge gets really crowded. Food selection is nothing compared to other international lounges.,Atlanta Hartsfield Airport,3.0,3,4,1.0,1.0,3.0,2.0,4.0,yes
Delta Air Lines,Disappointed to see the same old in JFK. Here you pay for anything beyond lousy wine and celery/crackers/olives. They have even eliminated cheese! I fly monthly business-class to London - and whilst I enjoy the Delta lounge at Heathrow I find the new JFK T4 lounge another American embarrassment - why can't we behave as other lounges do?,New York JFK Airport,3.0,5,5,2.0,2.0,4.0,4.0,2.0,no
British Airways,Not worth the extra cost in my opinion. The lounge was busy - it was difficult to get a seat. The breakfast was paltry - tiny croissants for instance. There was no sense of luxury - an air of convenience and cost-effectiveness. Staff were not particularly polite.,London Heathrow Airport,2.0,1,3,3.0,1.0,2.0,3.0,2.0,no
British Airways,Though this lounge is very new it really is not big enough to handle the 2 flights which leave quite close together in the evening. The staff however are exemplary - very welcoming professional and friendly with a real sense of enjoying their interaction with the passengers. There is a good selection of food and drinks with very acceptable pre-flight dining. If only the T5 lounges were the same as this one.,Philadelphia Airport,5.0,4,5,4.0,5.0,4.0,5.0,5.0,no
British Airways,Shocked is all I can say. After trying the Concorde Lounge earlier in the year the Terraces was a huge let down. We got to the airport 4 hours before the flight yet told the spa was full. The food was mediocre we had to ask for champagne. It was comfortable enough and the wifi was good.,London Heathrow Airport,3.0,4,3,3.0,2.0,2.0,4.0,3.0,no
Delta Air Lines,I am writing this while sitting in the lounge for a KLM flight. Large lounge with a restaurant in the middle. Complimentary food served here some veggy crackers olives and cheese. Soft drinks cheap red and white wine and beer complimentary - anything else needs to be paid for. Shame on you KLM using this lounge. This lounge has earned the medal for the worst.,New York JFK Airport,3.0,3,3,1.0,1.0,2.0,5.0,3.0,no
Delta Air Lines,A lot less cosy than what I remembered visiting this lounge 6 years back. I suppose the fact that it was really crowded made it more like a higher end gate waiting lounge than a business class lounge. There were lots of corners where you can potentially find your own corner but I think that the place is approaching overcapacity. There is a good selection of alcoholic and non alcoholic beverages available (with Blue Moon Belgian beer on tap!) and a healthy selection of munchies as well as coffee. Wifi was fast and reliable and there were enough TV screens to help while the time away while waiting for boarding. Toilets were in horrible condition.,Detroit Airport,4.0,4,3,4.0,4.0,2.0,5.0,3.0,yes
Delta Air Lines,Lounge is very poor in comparison to other airlines business lounges throughout the world. Only 2 showers for which you have to register your name and be called when they are available. Food selection is basic snack type but not readily replenished. Layout is not very well optimised and seating is limited. Overall appearance was drab & uninviting. Certainly does not live up to the description on their website.,Los Angeles Lax Airport,3.0,2,3,2.0,2.0,3.0,3.0,3.0,no
British Airways,As a Gold card member I could use this lounge (unlike Heathrow's Concorde lounge which is exclusive for 1st passengers) as I awaited my flight to Antigua. Carpet very worn and dull as was most of the chairs and seating; everything felt like a 60s time warp. Food/breakfast was OK - nothing to speak about. Coffee machine appeared to be the only thing different to the club terraces option. Disappointing.,London Gatwick Airport,2.0,3,3,2.0,2.0,5.0,1.0,1.0,no
British Airways,It's the attentive staff that makes this lounge a real pleasure. Staff members have always gone the extra mile to deal with seating upgrade and flight change and other special requests. Efficiency and smiles are a great combination. Food and drink are average but adequate. Too bad the washrooms are outside the lounge.,Berlin Tegel Airport,3.0,4,5,3.0,3.0,2.0,3.0,4.0,no
British Airways,This lounge is shared by BA and Qantas and doesn't have many seats. So unless you get there quite early you might find it difficult to find a seat. The seats are old and need a make over. The choice of drinks is limited. Only one red one white and one sparkling wine (not champagne). The choice of food was limited to nuts fruit cold finger sandwiches cheese and crackers and Asian snacks (very tasty). Okay selections of newspapers no TV screens and a limited number of IT stations with one out of order. The lavatories were clean and so were the shower rooms.,Hong Kong Airport,3.0,3,4,3.0,3.0,4.0,3.0,4.0,no
Delta Air Lines,Visited both Delta lounges in Minneapolis. Lounge C was extremely quiet also has a nice view of planes landing and taking off and I believe its bigger than the other one. The self-service bar still exists there. The other lounge at terminal F/G is more modern more of open and the bar is more lively but there's no open bar there. Both lounges : same snack pretzels hummus crackers apples coffee and some newspapers. Free fast internet connection and excellent staff. I spent 10 minutes at the LAX lounge more snacks but it was relatively crowded.,Unknown,4.0,5,5,4.0,3.0,0.0,5.0,4.0,yes
Delta Air Lines,"Regular visitor as Diamond member over many years. Continue to be disappointed in the food assortment of Delta lounges. Standard fare are crackers plastic wrapped cheese slices seasoned pretzel/nuts rather than healthy nuts bagels carrot and celery sticks. Why not a better selection of fruit real fruit juices rather then the high fructose ""fruit"" drinks some decent bread and yogurt selection some warm snacks/pastas such as offered at other clubs. We do not expect Delta to reach the 5 star quality of Singapore airlines and others but this is barely making for a 3-star experience. It even pales with the 3-star rating of KLM and Air France sky team partners. One can fly to various locations worldwide for 70% of the Delta business fare on Singapore Airlines and Emirates for example and have a 5-star experience. Business class fares on Delta have gone out of sight (especially for what is offered as a package)!",Detroit Airport,3.0,3,3,1.0,1.0,3.0,4.0,3.0,no
Delta Air Lines,Very disappointing. Delta does not have a lounge in Rome. I have a priority pass. My husband did not bring his priority pass so we paid for him. Alitalia lounge was very hot air quality is bad. I am here at the lounge writing this review. The women at the desk one in particular did not even raise her face to ask me what I need. I wanted to ask if there is wifi! Very rude people and the lady trying to clean the tables was rude. We are not eat anything nor drinking anything for it is very uncomfortable. Delta should investigate this relationship with Alitalia and to tell people that in Rome they do not have a lounge. They should refund me or priority pass should also investigate this shameful behavior and unhealthy condition no air conditioning.,Rome Fiumicino Airport,1.0,1,2,1.0,1.0,2.0,1.0,1.0,no
British Airways,"There is a daily flight to/from Gatwick from Antigua and it is a disGrace that BA use this shoddy ""shared"" lounge - landside at Antigua VC Bird Airport. Its like a tomb - windows are shuttered and those not - look into a large waiting area that never seems to be used. An array of snacks are left on the sideboard - a bit of cheese and raw vegetables - drinks are served by a waiter. Dire - if you travel to Antigua and miss it dont worry about it.",Antigua Vc Bird Airport,1.0,2,2,1.0,1.0,0.0,0.0,0.0,no
British Airways,The BA lounge in MXP is an old style terrace lounge. The lounge is very clean and the staff friendly and welcoming. The food served is quite good all Italian style focaccia sandwiches small pizzas etc. The choice of drinks is good with lots of typical Italian drinks available. Good selection of newspapers and a few IT stations although only one was working properly. There was also a smoking room available. Dirty plates and glasses were cleared continuously.,Milan Malpensa Airport,4.0,4,4,4.0,4.0,4.0,3.0,5.0,no
Delta Air Lines,Probably the poorest lounge I ever saw on a great international airport. Awkward seats and tables and in particular no reasonable food. Only some nuts and crackers along with small cheese pieces packed in plastic foil. On the plus side: rest rooms clean. Cheapest toilet paper quality you can imagine though.,Atlanta Hartsfield Airport,3.0,2,4,3.0,1.0,4.0,3.0,3.0,no
Delta Air Lines,There were 2 lounges at the Delta terminal the smaller one near security check was much more quiet less folks self-service bar terrible snacks showers which was fine. The larger one was full of people kids full-service bar larger selection (and maybe better) quality of food. Very comfortable great wifi.,New York JFK Airport,4.0,4,4,5.0,1.0,4.0,5.0,4.0,yes
Delta Air Lines,Recently visited 2 different Sky Club lounges in Atlanta terminals T and A. Club entrances are hidden down short halls and poorly marked. No inviting feeling to entering the lounges. Staff and the check in desks were friendly and helpful. The overall appearance is that of a tired out of date environment. Lounges seemed cramped and small. Furniture in the A terminal was actually dirty and stained. The snacks appeared old and picked over. Bathrooms were old looking cramped and dirty. The Delta staff were the only good part of the experience. The American Airline Admirals Clubs in Miami and Dallas-Fort Worth put the Atlanta clubs to shame for overall appearance and welcoming feeling.,Atlanta Hartsfield Airport,2.0,3,2,0.0,2.0,3.0,1.0,5.0,no
British Airways,This is a shared lounge used by several airlines - pleasantly surprised with plenty of seating available. Lounge looks modern with lots of natural daylight spacious clean. On one side is quite a large bar. No self service for coffee tea etc you go to the bar and have your drink prepared for you - I think this gives a more personal service. On the bar is a menu listing available sandwiches. Around the lounge were monitors displaying flight information and announcements were made frequently about boarding or gate changes which is in contrast to Heathrow T5 where there are no announcements. I prefer announcements as you don't need to keep getting up. Near reception is a smoking room with a television displaying the news. The smoking room was as comfortable as the main lounge and was just as clean with staff clearing cups and plates regularly across the entire lounge. A magazine rack was located near the entrance with daily newspapers and magazines in Russian Ukrainian and English but staff weren't clearing left newspapers often. When my flight was called the gate was literally 30 feet away. This lounge certainly was a relaxing retreat away from the crowds and I wish more were like this.,Kiev Borispol Airport,3.0,5,4,4.0,4.0,4.0,0.0,3.0,no
